,0
214,1331035
215,1331036
216,1331037
217,1331038
218,1331039
219,1331040
220,1331045
221,1331048
222,1331049
223,1331050
224,1479987
225,1479988
226,1479995
227,1480358
228,1480359
229,1480360
230,1480361
231,1480362
232,1480364
233,1480371
234,1480372
235,1480374
236,1503361
237,1503362
238,1503363
239,1503364
240,1503365
241,1503366
242,1503367
243,1503368
244,1503369
245,1503370
246,1503371
247,1509073
248,1509074
249,1524414
250,1524415
251,1524416
252,1524417
253,1524418
254,1524419
255,1659817
256,1659818
257,1659819
258,1659823
259,1659928
260,1660034
261,1660035
262,1660036
263,1674021
264,683665
265,683667
266,684052
267,684055
268,684057
269,684059
270,684062
271,684072
272,684681
273,687448
274,687452
275,687455
276,687457
277,687459
278,687505
279,687506
280,687514
281,687561
282,687562
283,687563
284,687568
285,687586
286,687588
287,687590
288,687592
289,687596
290,687600
291,687777
292,687780
293,687787
294,687798
295,687799
296,687800
297,687802
298,687804
299,687807
300,687812
301,687815
302,687816
303,687819
304,687820
305,687821
306,687829
307,687980
308,687983
309,687985
310,687995
311,687997
312,688001
313,688006
314,688007
315,688010
316,688011
317,688013
318,688014
319,688018
320,688021
321,688022
322,688023
323,688025
324,688026
325,688027
326,688031
327,688058
328,688086
329,688087
330,688121
331,713869
332,713878
333,713880
334,713885
335,713899
336,717431
337,722045
338,722046
339,722058
340,722066
341,724812
342,724825
343,724828
344,724831
345,724834
346,724838
347,724839
348,724855
349,724859
350,724863
351,724866
352,724868
353,724869
354,724870
355,724872
356,724873
357,724874
358,724878
359,724879
360,735784
361,749709
362,749710
363,749711
364,749712
365,749713
366,749714
367,749715
368,749716
369,749717
370,753531
371,753532
372,753533
373,753534
374,753535
375,753538
376,753539
377,753540
378,753541
379,753545
380,753546
381,753547
382,753548
383,753549
384,753551
385,753552
386,753554
387,753555
388,753556
389,753558
390,753559
391,753561
392,753562
393,753563
394,753564
395,753565
396,753566
397,753569
398,753570
399,753572
400,753573
401,753574
402,753575
403,753576
404,753577
405,753578
406,753579
407,753581
408,753582
409,753583
410,753584
411,753585
412,753586
413,753588
414,753589
415,753592
416,753594
417,753595
418,753596
419,753599
420,753600
421,753604
422,753605
423,753607
424,753608
425,753610
426,753612
427,753614
428,753615
429,753616
430,753618
431,753620
432,753621
433,753622
434,753623
435,753624
436,905933
437,905934
438,905935
439,905936
440,905937
441,905938
442,905939
443,905940
444,905941
445,905942
446,905944
447,905945
448,905946
449,905947
450,905948
451,905949
452,905950
453,905951
454,905952
455,905954
456,905955
457,905956
458,905957
459,905958
460,905959
461,905960
462,905961
463,905962
464,905963
465,905964
466,905965
467,905967
468,905968
469,905969
470,905970
471,905971
472,905972
473,905973
474,905974
475,905975
476,905976
477,905977
478,905978
479,905979
480,905980
481,905981
482,905982
483,905983
484,905984
485,905985
486,905986
487,905989
488,905990
489,905991
490,906693
491,906696
492,906746
493,906763
494,906765
495,906790
496,906791
497,906792
498,906793
499,906794
500,906795
501,906797
502,906798
503,906800
504,906801
505,906804
506,906805
507,906807
508,906808
509,906812
510,906813
511,906814
512,906817
513,906818
514,906820
515,906821
516,906823
517,906824
518,906826
519,906827
520,906828
521,906830
522,906831
523,906832
524,906833
525,906834
526,906835
527,906836
528,906837
529,906838
530,906839
531,906841
532,906842
533,906843
534,906844
535,906846
536,906847
537,906848
538,906849
539,906851
540,906852
541,906853
542,906854
543,906855
544,906856
545,906861
546,906862
547,906863
548,906864
549,906865
550,906868
551,906869
552,906870
553,906871
554,906872
555,906873
556,906875
557,906877
558,906999
559,907000
560,907041
561,907042
562,907043
563,907044
564,907045
565,907046
566,907047
567,907048
568,907050
569,907051
570,907053
571,907055
572,907056
573,907057
574,907058
575,907059
576,907060
577,907061
578,907062
579,907064
580,907065
581,907066
582,907067
583,907068
584,907069
585,907071
586,907072
587,907073
588,907169
589,907170
590,907171
591,907172
592,907173
593,907175
594,907176
595,907268
596,907269
597,907270
598,907271
599,907272
600,907273
601,907274
602,907275
603,907276
604,907277
605,907278
606,907279
607,907280
608,907281
609,907282
610,907285
611,907286
612,907287
613,907289
614,907290
615,907291
616,907295
617,907298
618,907299
619,907300
620,907311
621,907312
622,907313
623,907314
624,907317
625,907318
626,907319
627,907320
628,907321
629,907322
630,907323
631,907783
632,907786
633,907787
634,907788
635,907789
636,907790
637,907791
638,907792
639,907794
640,907795
641,907796
642,907799
643,908121
644,908122
645,908123
646,908124
647,908125
648,908126
649,908127
650,908128
651,908129
652,908130
653,908131
654,908132
655,908135
656,908136
657,908138
658,908139
659,908141
660,908142
661,908143
662,908144
663,908145
664,908146
665,908147
666,908148
667,908149
668,908150
669,908151
670,908152
671,908156
672,908158
673,908159
674,908440
675,908443
676,908444
677,908445
678,908446
679,908447
680,908448
681,908449
682,908450
683,908451
684,908452
685,908454
686,908455
687,908457
688,908458
689,908459
690,908460
691,908461
692,908462
693,908463
694,908465
695,908467
696,908468
697,908469
698,908470
699,908471
700,908472
701,908473
702,908474
703,908475
704,908476
705,908481
706,908482
707,908483
708,909194
709,909248
710,909249
711,909250
712,909251
713,909252
714,909253
715,909255
716,909256
717,909257
718,909260
719,909262
720,909263
721,909264
722,909696
723,909697
724,909698
725,909699
726,909700
727,909701
728,909702
729,909703
730,909704
731,909706
732,909707
733,909708
734,909709
735,909711
736,909712
737,909713
738,909715
739,909716
740,909717
741,909718
742,909719
743,909720
744,909721
745,909722
746,909723
747,909724
748,909725
749,909726
750,909727
751,909728
752,909729
753,909731
754,909732
755,909735
756,909736
757,909737
758,909738
759,909739
760,909740
761,909742
762,909743
763,909744
764,909745
765,909746
766,909747
767,909748
768,909749
769,909750
770,909751
771,909753
772,909754
773,909755
774,909756
775,909757
776,909758
777,909759
778,909761
779,909769
780,909770
781,909771
782,909773
783,909774
784,909776
785,909777
786,909778
787,909779
788,909780
789,909781
790,909784
791,909785
792,909904
793,909905
794,909907
795,909974
796,909975
797,909976
798,909977
799,910079
800,910209
801,910399
802,910401
803,910544
804,910545
805,910546
806,910548
807,910549
808,910554
809,910566
810,910567
811,910568
812,910569
813,910687
814,910688
815,910689
816,910691
817,910692
818,910694
819,910695
820,910697
821,910698
822,910700
823,910701
824,910702
825,910703
826,910704
827,910705
828,910706
829,910710
830,910779
831,910780
832,910781
833,910784
834,910849
835,910850
836,910851
837,910852
838,910853
839,910861
840,910899
841,910900
842,910903
843,910904
844,910905
845,910906
846,910907
847,910910
848,910911
849,910915
850,910916
851,910919
852,910920
853,910921
854,910922
855,910924
856,910925
857,910926
858,910927
859,910930
860,910931
861,910932
862,910933
863,910934
864,910935
865,910936
866,910937
867,910941
868,910942
869,910943
870,910944
871,910947
872,910948
873,910951
874,910952
875,911905
876,917486
877,924100
878,924102
879,924104
880,924105
881,924106
882,924107
883,924108
884,924110
885,924111
886,924151
887,924186
888,924187
889,924188
890,924238
891,924239
892,924240
893,924241
894,924244
895,924247
896,924248
897,924250
898,925338
899,925339
900,925340
901,925341
902,925343
903,925345
904,925346
905,925347
906,925348
907,930082
908,930083
909,930297
910,930298
911,930299
912,946353
913,946354
914,946355
915,946356
916,946357
917,946358
918,946359
919,946360
920,946361
921,946367
922,946368
923,946369
924,946370
925,946372
926,946373
927,946377
928,946382
929,949088
930,949090
931,949093
932,949094
933,949153
934,949155
935,949156
936,949157
937,949158
938,949160
939,949161
940,949162
941,949163
942,949164
943,949165
944,949166
945,949167
946,949168
947,949170
948,949171
949,949172
950,949173
951,949174
952,949175
953,949176
954,949177
955,949178
956,949179
957,971773
958,971774
959,971777
960,998184
961,998189
