,0
348,NCI-H727
349,Calu-6
350,LU-65
351,NCI-H1355
352,NCI-H1792
353,HPAF-II
354,MIA-PaCa-2
355,SHP-77
356,NCI-H2009
357,NCI-H2291
358,SW1573
359,SW900
360,TE-5
361,HCC1954
362,HCC1143
363,HCC1187
364,HCC1395
365,HCC1599
366,HCC1937
367,HCC2157
368,HCC2218
369,HCC38
370,BB30-HNC
371,BB49-HNC
372,BB65-RCC
373,BEN
374,BHY
375,Ca9-22
376,CADO-ES1
377,CAL-12T
378,CAL-33
379,CP50-MEL-B
380,CP66-MEL
381,CPC-N
382,CTV-1
383,D-542MG
384,DMS-79
385,DSH1
386,EBC-1
387,EC-GI-10
388,EPLC-272H
389,HA7-RCC
390,HCE-4
391,HO-1-u-1
392,HSC-2
393,IM-9
394,IST-SL1
395,IST-SL2
396,J82
397,KNS-62
398,KOSC-2
399,KP-4
400,KYSE-140
401,KYSE-410
402,KYSE-520
403,KYSE-70
404,LB1047-RCC
405,LB2241-RCC
406,LB2518-MEL
407,LB373-MEL-D
408,LB647-SCLC
409,LB771-HNC
410,LB831-BLC
411,LB996-RCC
412,LCLC-103H
413,LU-134-A
414,LU-165
415,LXF-289
416,MS-1
417,MZ1-PC
418,MZ7-mel
419,NCI-H1304
420,NCI-H1563
421,NCI-H292
422,NCI-H510A
423,NCI-H835
424,PC-14
425,SBC-3
426,SK-MM-2
427,TE-15
428,U-266
429,BE2-M17
430,KELLY
431,SIMA
432,TE-1
433,TE-10
434,TE-8
435,CAPAN-1
436,OVCAR-3
437,PC-3
438,DU-145
439,HCT-116
440,HCT-15
441,HL-60
442,HT-29
443,K-562
444,NCI-H226
445,NCI-H23
446,NCI-H522
447,T47D
448,MCF7
449,786-0
450,A498
451,A549
452,ACHN
453,BT-549
454,CCRF-CEM
455,SK-MEL-28
456,SK-MEL-2
457,SK-MEL-5
458,Hs-578-T
459,MOLT-4
460,SK-OV-3
461,MDA-MB-231
462,COLO-205
463,SW620
464,CAKI-1
465,RPMI-8226
466,SR
467,NCI-H322M
468,IGROV-1
469,OVCAR-5
470,EKVX
471,HCC2998
472,HOP-62
473,HOP-92
474,LOXIMVI
475,M14
476,UACC-62
477,UACC-257
478,RXF393
479,SN12C
480,TK10
481,U031
482,SNB75
483,U251
484,SF539
485,SF295
486,SF268
487,KM12
488,OVCAR-4
489,OVCAR-8
490,BxPC-3
491,BHT-101
492,Becker
493,BE-13
494,ARH-77
495,AGS
496,ABC-1
497,A2058
498,A375
499,A253
500,8305C
501,647-V
502,639-V
503,697
504,BT-20
505,A2780
506,COR-L105
507,CRO-AP2
508,COR-L88
509,COLO-824
510,COLO-800
511,COLO-792
512,COLO-680N
513,COLO-679
514,CHP-212
515,CFPAC-1
516,CCF-STTG1
517,Ca-Ski
518,CAL-120
519,CAL-72
520,CAL-62
521,C32
522,Daudi
523,DB
524,Daoy
525,D-283MED
526,DBTRG-05MG
527,DEL
528,Detroit562
529,DG-75
530,DK-MG
531,DJM-1
532,DOHH-2
533,DoTc2-4510
534,DU-4475
535,EB2
536,EB-3
537,ECC10
538,ECC12
539,EFM-19
540,EFO-27
541,EGI-1
542,EHEB
543,EM-2
544,EoL-1-cell
545,ETK-1
546,EVSA-T
547,FADU
548,FTC-133
549,G-361
550,GAMG
551,GCIY
552,GDM-1
553,GI-1
554,GI-ME-N
555,GMS-10
556,GOTO
557,GR-ST
558,GCT
559,ESS-1
560,GT3TKB
561,H4
562,H9
563,HC-1
564,HCC1419
565,HCC1569
566,HCC1806
567,HCC70
568,HD-MY-Z
569,HEC-1
570,HEL
571,HGC-27
572,HH
573,HLE
574,HMV-II
575,HN
576,HOS
577,HSC-3
578,HSC-4
579,HT-1080
580,HT-1197
581,HT-1376
582,HT-144
583,HT-3
584,HuCCT1
585,HuH-7
586,HuO9
587,HUTU-80
588,IGR-1
589,IMR-5
590,IPC-298
591,IST-MEL1
592,IST-MES1
593,JAR
594,JEG-3
595,JiyoyeP-2003
596,JVM-2
597,JVM-3
598,KALS-1
599,KARPAS-45
600,KARPAS-299
601,KARPAS-422
602,KASUMI-1
603,KATOIII
604,KE-37
605,KG-1
606,KINGS-1
607,KMOE-2
608,KMS-12-BM
609,KNS-42
610,HuP-T3
611,HuP-T4
612,HT55
613,HT-115
614,H-EMC-SS
615,GP5d
616,DMS-53
617,G-402
618,G-401
619,KY821
620,KU812
621,KU-19-19
622,KS-1
623,KP-N-YN
624,KYSE-150
625,KYSE-180
626,KYSE-270
627,KYSE-450
628,KYSE-510
629,L-428
630,L-540
631,LAMA-84
632,LC-2-ad
633,LC4-1
634,LNCaP-Clone-FGC
635,LOUCY
636,LoVo
637,LP-1
638,LS-123
639,LS-411N
640,LS-513
641,LU-99A
642,MC116
643,MDA-MB-361
644,MDA-MB-453
645,MDA-MB-468
646,MEL-HO
647,MEL-JUSO
648,MEG-01
649,MES-SA
650,Mewo
651,MFE-280
652,MFE-296
653,MG-63
654,MHH-CALL-2
655,MHH-NB-11
656,MHH-PREB-1
657,MKN1
658,MKN28
659,ML-2
660,MLMA
661,MN-60
662,MOG-G-CCM
663,MOG-G-UVW
664,MOLT-13
665,MOLT-16
666,MONO-MAC-6
667,Mo-T
668,MPP-89
669,MRK-nu-1
670,MSTO-211H
671,MV-4-11
672,NALM-6
673,NAMALWA
674,NB69
675,NCI-H520
676,NCI-SNU-1
677,NCI-SNU-5
678,NCI-SNU-16
679,NH-12
680,NKM-1
681,NMC-G1
682,no-11
683,NOMO-1
684,no-10
685,NTERA-2 cl.D1
686,NUGC-3
687,NCI-H747
688,NCI-H716
689,NCI-H596
690,NCI-H441
691,NCI-N87
692,NCI-H2452
693,NCI-H1793
694,NCI-H358
695,NCI-H1155
696,NCI-H1105
697,NCI-H1436
698,NCI-H28
699,NCI-H1581
700,NCI-H1573
701,NCI-H1666
702,NCI-H1703
703,NCI-H1755
704,NCI-H1993
705,NCI-H2196
706,NCI-H630
707,NCI-H524
708,NCI-H748
709,ONS-76
710,OPM-2
711,OS-RC-2
712,P12-ICHIKAWA
713,P30-OHK
714,P31-FUJ
715,PA-1
716,OCUB-M
717,OC-314
718,PF-382
719,Raji
720,RCM-1
721,RD
722,REH
723,RF-48
724,RKO
725,RMG-I
726,RPMI-2650
727,RPMI-6666
728,RPMI-8402
729,RS4-11
730,RT-112
731,RVH-421
732,Saos-2
733,SAS
734,SCC-9
735,SCH
736,SF126
737,SH-4
738,SIG-M5
739,SJRH30
740,SJSA-1
741,SK-CO-1
742,SK-HEP-1
743,SK-LMS-1
744,SK-LU-1
745,SKM-1
746,SK-MEL-1
747,SK-MEL-3
748,SK-MEL-24
749,SK-MEL-30
750,SK-MEL-31
751,SK-MES-1
752,SK-MG-1
753,SK-PN-DW
754,SK-UT-1
755,SNG-M
756,SNU-387
757,SNU-423
758,SNU-449
759,SNU-475
760,SNU-C2B
761,SU-DHL-1
762,SUP-T1
763,SW13
764,SW1088
765,SW1116
766,SW1417
767,SW1463
768,SW1710
769,SW1783
770,SW48
771,SW626
772,SW684
773,SW837
774,SW872
775,SW948
776,SW962
777,SW982
778,T84
779,TGBC1TKB
780,TGBC11TKB
781,THP-1
782,TUR
783,TYK-nu
784,U-2-OS
785,U-698-M
786,UACC-893
787,UMC-11
788,VM-CUB-1
789,VMRC-RCZ
790,WM-115
791,WSU-NHL
792,YAPC
793,YH-13
794,ZR-75-30
795,RCC10RGB
796,KURAMOCHI
797,KM-H2
798,HuO-3N1
799,OE19
800,SUP-B8
801,NCI-H838
802,Ramos-2G6-4C10
803,RPMI-8866
804,QIMR-WIL
805,PSN1
806,OAW-42
807,OE33
808,CW-2
809,CMK
810,CHP-126
811,CGTH-W-1
812,COLO-320-HSR
813,ATN-1
814,CESS
815,COLO-678
816,COLO-684
817,COLO-668
818,LN-405
819,TGBC24TKB
820,A388
821,BFTC-909
822,C2BBe1
823,SCC-25
824,AsPC-1
825,CA46
826,AU565
827,BALL-1
828,BL-41
829,BV-173
830,IA-LM
831,TGW
832,AN3-CA
833,A204
834,NY
835,C3A
836,A427
837,CAL-85-1
838,CHL-1
839,RL
840,NCI-H146
841,NCI-H1651
842,RPMI-7951
843,SCC-4
844,SNU-C1
845,ST486
846,SW1990
847,UACC-812
848,SCC-15
849,Capan-2
850,CAL-27
851,BC-1
852,A704
853,A101D
854,769-P
855,23132-87
856,A431
857,BFTC-905
858,CAL-51
859,SCC-3
860,RERF-LC-MS
861,GAK
862,AM-38
863,A4-Fuk
864,A3-KAW
865,DOK
866,COR-L279
867,CHP-134
868,NEC8
869,CAS-1
870,ALL-PO
871,OCI-AML2
872,MFM-223
873,CML-T1
874,CAL-54
875,EFO-21
876,LS-1034
877,22RV1
878,8505C
879,BCPAP
880,BPH-1
881,CAL-148
882,CAL-39
883,CaR-1
884,HDLM-2
885,HO-1-N-1
886,HTC-C3
887,KGN
888,KLE
889,KNS-81-FD
890,K5
891,L-363
892,MDA-MB-415
893,NCI-H250
894,NCI-H1975
895,SW954
896,TE-441-T
897,MKN7
898,MDA-MB-157
899,MMAC-SF
900,MKN45
901,NCI-H810
902,MFH-ino
903,NOS-1
904,PANC-03-27
905,PANC-08-13
906,PANC-10-05
907,RL95-2
908,RO82-W-1
909,SiHa
910,SKG-IIIa
911,TT
912,TE-9
913,TE-11
914,TE-6
915,TE-12
916,TC-YIK
917,YT
918,BT-474
919,OAW-28
920,LCLC-97TM1
921,D-247MG
922,D-263MG
923,D-336MG
924,D-392MG
925,D-423MG
926,D-502MG
927,D-566MG
928,CAMA-1
929,CTB-1
930,Caov-4
931,BT-483
932,M059J
933,HAL-01
934,ES8
935,ES4
936,ES6
937,ES1
938,EW-7
939,EW-3
940,EW-12
941,EW-1
942,EW-18
943,EW-16
944,EW-13
945,EW-22
946,EW-24
947,LAN-6
948,NB10
949,NB12
950,NB6
951,NB7
952,NB17
953,NB5
954,NB13
955,NB14
956,NB1
957,RH-1
958,RH-18
959,MZ2-MEL
960,Jurkat
961,LS-180
